GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
여,30.0,4,3,2,1,4,4,2,4,2,2.0,24,한화리조트 용인베잔송,4.0
여,20.0,3,1,4,2,3,2,7,7,1,1.0,3,덕수궁돌담길,4.0
남,20.0,5,2,6,2,1,5,6,4,2,0.0,1,서울역,5.0
남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,동탄호수공원,5.0
여,30.0,2,2,2,2,4,4,4,6,8,1.0,26,그라운드시소 서촌,5.0
여,20.0,4,4,2,4,4,4,4,4,2,0.0,6,병천유황오리,5.0
여,60.0,1,1,7,5,5,6,7,4,3,1.0,3,행리단길,5.0
여,20.0,6,1,2,1,2,6,6,7,3,1.0,3,인생네컷 성수점,3.0
남,30.0,2,1,2,2,1,1,2,4,2,0.0,3,소풍농월,4.0
여,20.0,5,1,2,2,6,5,2,5,3,1.0,1,보령약국,5.0
여,40.0,2,1,1,2,3,1,3,6,8,0.0,1,카페수달,5.0
남,30.0,2,2,2,2,2,2,2,2,7,1.0,1,라비돌리조트컨트리클럽,4.0
여,30.0,1,1,1,2,1,4,2,6,3,2.0,27,양서농협 두물머리 로컬푸드직매장,4.0
여,50.0,2,3,2,2,1,2,6,6,2,1.0,5,용문사,4.0
남,30.0,7,1,3,7,4,4,6,2,1,0.0,10,클럽케이서울,5.0
여,20.0,1,2,3,4,2,2,5,6,2,0.0,2,국립6.25전쟁납북자기념관,3.0
남,40.0,2,2,2,4,3,4,3,4,3,2.0,2,상동호수공원,4.0
여,50.0,2,1,1,4,7,2,4,4,1,0.0,6,서울구신촌역사,4.0
남,30.0,4,3,2,3,6,3,4,5,4,0.0,1,샤로수길,5.0
여,20.0,2,1,1,3,3,5,5,5,1,2.0,2,광명역,5.0
남,20.0,7,4,1,4,1,1,1,1,3,19.0,5,수서역,5.0
여,40.0,2,2,1,2,2,2,1,7,3,2.0,9,노량진수산물도매시장,4.0
남,20.0,4,2,1,5,2,3,4,4,2,0.0,4,봉화산역 6호선,5.0
남,40.0,2,2,2,2,3,6,2,4,2,2.0,23,충북대학교병원,3.0
여,20.0,2,1,2,3,3,2,1,6,2,0.0,8,열두시테이블,4.0
여,20.0,6,2,2,2,1,1,6,6,1,1.0,26,놀숲 사당역점,5.0
여,30.0,4,4,3,3,4,5,4,4,1,2.0,2,꽁당보리밥 평택점,1.0
여,20.0,4,3,3,6,5,5,3,3,7,0.0,6,638DENO탄탄면,5.0
남,30.0,3,1,2,2,6,2,1,7,3,1.0,24,가비가배,5.0
여,50.0,1,1,2,3,5,2,2,6,1,1.0,1,코다리밥도둑,5.0
여,20.0,5,5,6,6,6,4,2,6,2,0.0,1,소소하게 삼청,5.0
남,30.0,2,2,6,1,1,2,3,1,3,5.0,26,현대프리미엄아울렛 김포점,4.0
여,20.0,4,2,2,5,6,4,2,6,1,1.0,21,대부바다향기테마파크,4.0
여,50.0,2,4,2,4,3,2,2,4,6,1.0,5,나이스스크린골프,4.0
여,40.0,6,2,4,1,7,7,7,2,8,0.0,3,서울역,4.0
남,30.0,5,1,3,2,1,4,3,3,3,1.0,4,남산서울타워,5.0
남,20.0,4,2,2,3,1,3,5,3,8,1.0,6,더플레인,5.0
여,20.0,3,3,2,4,3,4,5,4,7,1.0,1,서울숲,4.0
여,30.0,4,1,3,3,5,5,5,6,2,1.0,4,김삼보 여의도점,5.0
남,20.0,2,1,1,6,2,2,6,6,3,1.0,2,포항고속버스터미널,5.0
남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,뮤직컴플렉스서울,5.0
여,30.0,5,2,7,1,7,7,7,7,4,0.0,3,그레이스그래니,5.0
여,20.0,2,2,4,4,2,2,6,6,2,1.0,3,장충단공원,5.0
남,30.0,3,1,4,3,5,5,6,3,8,1.0,2,선산휴게소 양평방향,5.0
남,30.0,2,2,2,2,3,2,1,4,1,1.0,3,수서역,5.0
여,50.0,1,1,2,4,2,2,1,2,4,1.0,3,창덕궁 후원,5.0
여,20.0,2,2,3,3,3,5,3,6,1,1.0,6,로우키 송정점,4.0
남,20.0,5,2,2,3,4,4,3,5,3,1.0,6,다이소 이태원점,4.0
여,20.0,5,5,6,6,6,4,2,6,2,0.0,1,사토루 더 서촌,3.0
여,20.0,3,3,2,3,6,3,6,6,3,1.0,6,세븐일레븐 인천소래역점,5.0
남,20.0,2,2,1,5,1,5,1,3,2,1.0,21,이비스앰배서더호텔 인사동,5.0
남,20.0,2,2,2,5,6,3,5,3,1,0.0,3,남산공원,4.0
남,30.0,1,4,3,2,3,5,1,7,3,2.0,26,포레스트 아웃팅스 송도점,1.0
여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,인천대학교 송도캠퍼스,4.0
여,60.0,1,2,2,3,2,2,2,1,8,0.0,23,투썸플레이스 용산아이파크몰점,3.0
남,20.0,7,1,1,2,2,1,1,1,9,1.0,9,아이센스리그PC방 압구정점,3.0
여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,돈참 오천점,5.0
여,50.0,4,6,3,5,5,3,3,5,3,3.0,23,월미공원,5.0
여,20.0,2,2,2,5,5,2,6,4,2,1.0,2,현대프리미엄아울렛 송도점,5.0
남,50.0,2,2,4,2,3,4,2,5,1,1.0,3,어로프슬라이스피스 퇴촌점,4.0
여,20.0,3,1,3,4,5,4,4,6,2,3.0,8,삼정골잔디구장펜션,5.0
남,20.0,2,6,6,5,3,6,3,3,7,1.0,7,마켓정 사또왕갈비 논현본점,3.0
여,20.0,6,1,1,2,2,6,5,2,7,1.0,21,물의정원,5.0
여,30.0,3,1,6,2,4,3,6,6,3,1.0,1,LCDC서울,4.0
여,20.0,3,2,2,4,6,2,6,6,2,3.0,22,폴라스튜디오 연남점,5.0
여,20.0,5,1,1,2,6,3,1,7,7,0.0,2,해피주 동물카페 영통점,3.0
여,30.0,4,2,4,1,4,4,4,6,3,1.0,6,나산가든,3.0
여,40.0,4,1,2,2,3,3,1,6,3,2.0,8,산골묵박집,3.0
여,30.0,2,2,2,2,2,2,5,7,2,0.0,21,북카페눈,5.0
여,30.0,4,5,2,3,4,3,6,3,1,1.0,6,댕리단길,3.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,에스프레소바 투또톤토,5.0
남,30.0,3,1,2,1,2,5,5,5,1,0.0,23,설악막국수 춘천닭갈비,4.0
남,20.0,3,2,1,5,4,5,2,5,3,3.0,1,마트킹 구성점,4.0
여,30.0,4,1,4,1,4,6,3,6,2,0.0,3,코트야드 바이 메리어트 수원,5.0
여,20.0,4,3,3,4,5,4,6,5,8,0.0,3,수원화성 화홍문,4.0
남,20.0,4,4,2,5,5,4,2,7,1,0.0,3,강변역포장마차10번,5.0
남,20.0,7,7,5,1,1,1,7,7,2,0.0,26,스타필드 하남,5.0
남,30.0,4,1,2,2,3,6,5,5,3,3.0,4,소래포구 해오름광장,4.0
여,20.0,2,1,4,3,2,4,4,6,2,1.0,8,포천아트밸리,4.0
남,20.0,2,2,3,5,2,5,2,6,7,0.0,6,GS25 파주프로방스점,4.0
여,40.0,2,2,2,3,1,2,2,4,2,0.0,2,서울대학교병원,4.0
여,30.0,4,6,2,5,2,7,6,6,3,1.0,22,카페만경,4.0
여,40.0,2,4,2,5,5,4,3,7,1,0.0,3,인왕산,5.0
남,30.0,2,2,1,4,4,2,1,6,7,1.0,12,화성 어차 매표소,4.0
남,30.0,2,4,2,4,2,2,5,4,1,0.0,8,양서농협하나로마트 국수점,3.0
여,20.0,2,1,4,1,3,4,6,7,3,1.0,2,꼬꼬아찌숯불치킨 인계나혜석거리점,4.0
여,30.0,4,2,2,2,2,3,5,3,3,2.0,10,롯데프리미엄아울렛 이천점,5.0
남,30.0,3,3,4,5,3,3,3,3,3,1.0,2,더존카라반&글램핑,4.0
여,60.0,3,4,2,3,3,3,3,4,3,3.0,21,세종고속터미날,5.0
남,30.0,2,2,1,3,2,1,3,4,3,1.0,3,북촌한옥마을,5.0
여,40.0,2,5,3,4,5,5,5,6,8,3.0,6,북극해고등어 본점,5.0
남,20.0,4,3,3,4,5,5,5,2,4,0.0,21,청주고속버스임시터미널,4.0
여,40.0,3,2,3,2,3,5,3,5,8,4.0,3,환구단,4.0
남,20.0,1,1,1,4,3,1,7,4,3,2.0,21,마루호텔,5.0
남,30.0,4,1,2,2,3,6,5,5,3,3.0,4,소래포구전통어시장,4.0
여,30.0,1,2,1,4,7,2,3,6,3,1.0,4,무쏘 경기용인동백점,3.0
여,20.0,2,2,2,2,2,2,2,6,1,1.0,3,수원화성 화서문,3.0
남,40.0,1,1,1,4,4,3,2,4,8,2.0,9,앳더팔당,5.0
남,30.0,1,4,3,5,7,4,7,6,2,1.0,6,명성황후생가,3.0
여,30.0,4,4,4,4,4,4,4,4,8,3.0,1,용인백자축제,2.0
여,40.0,4,6,7,4,2,7,5,3,1,3.0,3,소피텔 앰배서더 서울,5.0
여,30.0,2,2,2,2,2,4,6,6,1,2.0,1,코트야드 바이메리어트 서울 보타닉파크,5.0
남,20.0,6,2,2,6,2,2,6,5,1,0.0,1,투썸플레이스 서린동청계광장점,4.0
남,40.0,3,5,5,4,2,5,4,4,1,0.0,4,낙원악기상가,4.0
여,30.0,2,7,1,1,1,7,1,7,1,1.0,3,올라메히꼬,4.0
남,20.0,4,1,3,6,2,3,2,6,1,2.0,9,크래프트한스 이태원점,4.0
남,30.0,4,2,3,3,2,5,4,6,1,0.0,3,페어몬트 앰배서더 서울 더 아트리움 라운지,2.0
남,20.0,4,1,1,3,3,4,5,5,7,3.0,4,수원월드컵경기장,5.0
여,30.0,1,1,3,4,4,4,2,4,2,0.0,3,덕수궁,5.0
남,20.0,7,1,1,1,7,7,1,4,3,1.0,1,화성행궁,3.0
남,30.0,2,1,2,2,6,2,7,4,7,0.0,27,종로3가역 1호선,3.0
남,30.0,2,2,2,2,3,6,5,6,6,1.0,6,곤지암리조트 스파라스파,2.0
여,20.0,3,2,2,4,6,2,6,6,2,3.0,22,대우도씨에빛1오피스텔,4.0
여,20.0,2,2,2,3,6,5,2,5,6,2.0,9,여의도공원 롱기스트런,5.0
남,30.0,4,5,3,3,3,6,3,6,1,1.0,2,안성팜랜드,5.0
여,30.0,6,2,2,2,6,6,1,6,3,1.0,3,정지영커피로스터즈 행궁본점,5.0
여,50.0,2,1,4,1,1,4,2,4,2,2.0,1,시그니엘 서울,5.0
여,20.0,2,2,4,4,2,2,6,6,2,1.0,3,호텔더디자이너스 DDP점,5.0
여,30.0,5,3,5,2,3,5,2,6,3,1.0,1,카페애플트리,4.0
여,40.0,4,4,2,4,7,5,6,2,1,1.0,2,수연산방,4.0
남,30.0,4,5,3,3,4,4,3,4,7,3.0,1,스타벅스 정동점,4.0
남,40.0,2,5,2,6,3,3,2,6,1,0.0,1,나인블럭 FARM고양점,4.0
남,20.0,6,2,2,6,3,3,5,4,1,1.0,4,청춘등판,5.0
여,20.0,2,1,1,1,6,4,6,2,1,1.0,1,아재커피 북촌점,5.0
남,20.0,4,3,1,4,5,4,2,4,6,0.0,5,파미에스테이션,4.0
여,60.0,1,2,2,3,2,2,2,1,8,0.0,23,CGV 용산아이파크몰,4.0
남,20.0,2,2,2,2,4,4,3,4,3,3.0,8,대방역 1호선,4.0
남,20.0,2,2,2,5,6,6,7,6,1,3.0,6,카카오프렌즈 용산역 팝업스토어,4.0
여,50.0,3,1,6,1,1,6,1,5,3,1.0,2,일산호수공원,4.0
여,30.0,3,3,1,3,6,2,1,5,1,0.0,1,이화여자대학교,5.0
여,30.0,4,2,4,4,4,5,2,6,4,0.0,6,비파티세리 신세계센트럴시티점,5.0
여,30.0,1,6,3,2,6,5,6,3,10,0.0,1,김포국제공항 국내선,5.0
여,30.0,3,1,4,1,5,5,6,6,3,3.0,2,담소사골순대반송점,3.0
여,20.0,5,2,2,2,3,4,3,4,1,4.0,6,개구리커피,4.0
여,30.0,2,4,2,5,4,4,6,6,6,0.0,21,거리공원,3.0
여,40.0,2,5,7,1,1,4,4,7,1,1.0,3,검은소새끼 수원역직영점,4.0
남,20.0,7,2,2,3,4,6,2,4,1,1.0,28,모힝 낙성대점,5.0
여,30.0,1,1,4,4,1,4,3,5,1,3.0,5,가평군농협하나로마트 설악점,4.0
남,20.0,4,1,1,4,4,2,3,7,1,1.0,12,을지로4가역 2호선,5.0
남,20.0,7,1,2,2,3,3,6,3,1,1.0,24,샐러리아,4.0
남,50.0,2,1,3,2,2,6,2,6,8,2.0,4,롯데시티호텔 마포,4.0
남,30.0,2,2,5,2,6,3,1,6,1,1.0,26,성수역 2호선,4.0
남,40.0,2,2,2,6,3,3,5,5,8,0.0,3,수원탑동시민농장,4.0
남,30.0,1,1,1,3,2,2,1,2,3,1.0,6,완백부대찌개삼겹살 종각그랑서울점,1.0
여,30.0,4,2,4,1,4,4,4,6,3,1.0,6,길상사,3.0
남,20.0,6,1,1,3,6,2,1,3,7,0.0,4,딤타오 청라점,5.0
여,30.0,2,3,3,4,3,3,4,7,1,0.0,1,롯데프리미엄아울렛 기흥점,5.0
남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,헤븐센스 성수연무장점,4.0
여,40.0,3,4,4,6,6,4,6,6,8,5.0,2,서울역,5.0
남,30.0,6,1,3,1,3,6,2,5,2,1.0,23,우가현,5.0
남,30.0,1,4,6,6,2,2,6,4,6,1.0,5,컴포즈커피 범계역점,5.0
여,20.0,2,6,1,4,4,3,2,1,7,0.0,6,한길 북하우스,3.0
남,40.0,2,1,5,2,4,2,6,4,8,1.0,3,아이파크몰,5.0
남,20.0,7,7,5,1,1,1,7,7,2,0.0,26,미사리경정공원 경정장,3.0
여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,드림닭갈비,4.0
남,30.0,1,1,1,1,1,4,1,4,3,8.0,5,대성공판장,5.0
여,30.0,6,1,2,2,6,6,2,5,3,2.0,2,레고,4.0
여,30.0,4,4,2,4,4,2,2,5,1,0.0,6,킨텍스 제1전시장,4.0
남,40.0,1,1,1,5,5,1,2,7,3,1.0,3,호텔M스토리,3.0
여,30.0,5,4,4,3,2,5,3,4,1,1.0,22,로충칭마라탕 궁동점,4.0
남,30.0,2,6,6,2,2,2,2,3,1,0.0,5,한강문화관,5.0
여,20.0,3,5,4,2,5,4,1,1,2,1.0,4,해방촌아름이,3.0
여,30.0,4,2,2,3,4,4,5,5,1,1.0,22,쿼츠,4.0
남,20.0,5,2,6,2,1,5,6,4,2,0.0,1,그리츠,5.0
남,60.0,6,6,3,3,6,6,3,3,10,0.0,21,북한산국립공원 회룡탐방지원센터,4.0
여,20.0,1,1,2,5,1,1,4,7,7,1.0,1,커피마을,5.0
여,20.0,1,1,1,4,6,2,2,2,3,1.0,6,플라츠,4.0
여,60.0,3,3,6,6,2,4,6,2,2,1.0,1,구리한강시민공원,4.0
여,40.0,1,1,1,2,4,2,3,4,2,5.0,2,명신반점,4.0
여,20.0,4,7,1,4,1,1,3,1,1,1.0,10,투다리 거여역점,4.0
여,20.0,3,2,1,1,4,6,2,7,2,0.0,9,롯데프리미엄아울렛 이천점,5.0
남,30.0,6,3,3,2,5,4,2,4,1,0.0,1,8요일키친,4.0
여,30.0,4,1,2,1,7,5,7,2,1,1.0,24,꽈페 연남점,2.0
여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,청평역 경춘선,3.0
남,20.0,4,4,4,3,5,4,2,4,2,0.0,1,타코야키집,4.0
여,20.0,4,5,3,7,5,6,7,3,2,0.0,1,석촌호수 서호,5.0
여,20.0,2,2,2,5,5,2,6,4,2,1.0,2,월미도해월관광호텔,5.0
남,40.0,2,1,2,4,5,3,4,6,2,4.0,8,천서리막국수촌,5.0
여,20.0,5,5,4,5,4,4,6,6,1,1.0,2,동서울종합터미널,5.0
여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,광화문광장,4.0
여,30.0,4,4,2,4,4,2,2,5,1,0.0,6,스타벅스 웨스턴돔B점,4.0
남,30.0,1,1,1,1,1,1,4,7,1,0.0,22,로얄엠포리움호텔,3.0
남,20.0,1,1,1,3,2,2,3,4,4,1.0,11,여주한글시장,5.0
여,30.0,1,1,5,5,6,2,3,6,9,2.0,1,시흥갯골생태공원,3.0
남,20.0,6,6,6,5,5,2,2,6,10,1.0,2,더티트렁크,5.0
여,20.0,1,1,1,4,1,1,4,6,2,0.0,21,청평자연휴양림,5.0
여,20.0,2,2,1,2,7,2,2,6,4,0.0,5,부평역 1호선,5.0
여,20.0,4,3,2,2,4,4,4,3,3,2.0,2,연교,5.0
남,20.0,3,2,2,6,2,3,5,6,3,1.0,2,한국민속촌,2.0
여,30.0,4,1,4,1,4,4,3,7,2,3.0,22,앞마당닭발,5.0
여,60.0,3,4,5,3,3,5,4,4,2,3.0,4,미추홀공원,4.0
여,20.0,2,2,2,4,4,4,3,6,2,1.0,1,서울숲,5.0
남,40.0,2,5,5,4,1,4,4,4,7,3.0,1,국회의사당,5.0
남,20.0,3,2,2,6,2,3,5,6,3,1.0,2,에버랜드,4.0
여,30.0,2,2,2,3,2,2,3,6,6,0.0,28,라띠에라,4.0
여,30.0,5,5,3,3,2,5,6,6,1,0.0,3,판교역 신분당선,3.0
남,30.0,4,2,2,3,4,4,6,4,2,0.0,21,광교호수공원,5.0
여,20.0,1,3,5,1,1,4,6,6,5,0.0,1,신세계프리미엄아울렛 여주,4.0
여,30.0,2,7,3,5,3,4,3,3,2,0.0,3,여유당,5.0
남,20.0,4,1,1,4,4,4,1,1,1,0.0,28,미스터빠삭 독립문점,3.0
여,20.0,3,2,5,2,3,2,6,3,1,1.0,6,예그린씨어터,4.0
여,20.0,4,1,4,2,4,4,5,6,10,1.0,9,보넷길,4.0
여,50.0,2,4,4,2,2,4,4,5,1,0.0,1,부모님댁,5.0
남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,덧정하우스,5.0
남,20.0,7,1,1,1,7,1,1,7,2,0.0,6,신촌 스타트업 페스티벌,3.0
여,40.0,3,5,3,2,2,4,3,1,2,0.0,3,수원화성,4.0
남,20.0,2,6,2,2,3,2,1,7,2,1.0,9,돼창마을,5.0
여,30.0,3,3,4,3,3,5,5,3,3,1.0,9,나리공원,5.0
여,20.0,1,7,5,3,3,2,3,4,1,1.0,3,오브젝트,5.0
여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,인사동 문화의거리,5.0
남,30.0,7,1,1,1,7,7,2,4,1,0.0,2,파인시티호텔,4.0
여,20.0,4,1,4,2,4,2,2,3,2,0.0,6,마리호텔,5.0
여,30.0,2,3,6,6,6,3,3,2,5,1.0,7,인하대학교 용현캠퍼스,5.0
여,40.0,3,4,4,5,5,5,3,4,2,1.0,1,스타벅스 송파KT점,4.0
여,20.0,4,3,3,2,2,3,6,4,1,0.0,6,스미레통,5.0
여,20.0,1,1,1,5,5,2,1,5,2,0.0,3,코지프로젝트,5.0
남,20.0,3,3,6,3,2,4,5,6,7,1.0,26,차니오뎅,5.0
여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,샘호텔,4.0
여,20.0,3,2,1,4,4,2,6,7,2,1.0,23,그랜드워커힐서울,3.0
남,40.0,4,2,1,3,5,2,2,7,9,3.0,21,하나키즈풀빌라,4.0
여,20.0,6,3,2,5,6,4,3,6,1,0.0,6,스타벅스 북촌로점,4.0
여,20.0,4,2,2,3,6,6,3,5,3,1.0,4,그랑핸드 소격,5.0
여,20.0,3,1,1,4,5,2,2,6,5,1.0,23,테이크호텔,4.0
여,30.0,7,2,2,6,2,6,2,6,5,0.0,1,생명의나무전망대,3.0
여,20.0,3,2,2,1,2,6,7,3,1,1.0,23,안다즈 서울강남,3.0
여,30.0,3,3,3,5,5,6,6,3,7,1.0,3,폴바셋 코리아나호텔점,5.0
여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,영등포돼지갈비,3.0
남,20.0,5,2,4,3,4,4,4,5,1,1.0,1,zara 트리플스트리트점,3.0
여,20.0,4,1,1,4,4,7,1,7,3,1.0,3,노브랜드버거 고속터미널점,5.0
여,20.0,2,1,2,4,4,2,5,6,1,3.0,6,레저캠프,4.0
여,20.0,5,4,2,3,5,5,4,7,7,0.0,5,엑스라이프,5.0
여,30.0,2,2,2,2,5,6,5,6,2,1.0,22,카페지미스,5.0
남,20.0,1,1,2,1,1,1,4,3,1,0.0,25,예스파크,3.0
여,20.0,3,1,1,2,1,1,2,7,2,3.0,3,태풍전망대,5.0
남,30.0,3,2,3,6,6,5,5,1,1,0.0,6,뮤고양이카페,4.0
여,60.0,4,2,2,3,4,3,6,3,2,1.0,3,과천중앙공원,5.0
남,40.0,3,2,5,4,2,5,3,3,3,2.0,3,가평뮤직빌리지 음악역1939,4.0
여,30.0,2,3,2,3,4,4,2,7,5,6.0,3,창덕궁,4.0
남,30.0,2,1,1,1,1,7,2,7,3,1.0,12,산정호수,2.0
남,40.0,2,1,5,2,4,2,6,4,8,1.0,3,서울스카이,5.0
여,40.0,2,1,3,5,6,6,5,7,3,3.0,3,파주DMZ곤돌라,5.0
여,20.0,6,2,2,2,4,6,5,2,7,0.0,21,청진동해장국 본점,4.0
여,20.0,2,1,3,2,4,1,3,6,2,2.0,22,모쿠슈라,4.0
여,20.0,7,1,2,3,7,4,6,7,7,1.0,22,용용선생 홍대점,5.0
여,30.0,1,1,1,7,4,4,1,5,7,0.0,3,서울역,5.0
남,30.0,3,2,4,3,5,2,5,5,6,1.0,1,팔달문시장,3.0
남,30.0,2,2,3,2,2,4,5,5,2,3.0,10,문가네보리밥정식,4.0
여,20.0,3,3,2,3,5,5,6,3,6,0.0,6,아더 스페이스 2.0 플래그십 스토어,1.0
여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,스미레,4.0
여,40.0,5,2,5,2,2,5,5,3,3,1.0,1,온기정,4.0
여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,야코리아호스텔 동대문점,3.0
남,20.0,5,1,1,3,4,1,1,4,2,0.0,22,한강,5.0
남,20.0,6,2,6,4,6,6,6,6,3,1.0,6,노들섬,5.0
남,40.0,1,4,7,7,7,1,4,4,1,0.0,27,이천시립월전미술관,3.0
여,40.0,1,4,4,4,1,4,1,3,1,0.0,1,김포1번가축산물도매시장,5.0
남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,안산버스터미널,2.0
여,30.0,6,1,1,1,6,4,6,1,1,1.0,28,후타츠,4.0
여,20.0,4,2,3,3,2,5,5,6,1,0.0,6,부산역,5.0
여,20.0,4,1,4,5,6,2,1,7,9,1.0,1,여의도한강공원,4.0
남,20.0,7,2,3,5,2,5,7,1,3,1.0,1,폴리스 광화문D타워점,4.0
여,60.0,1,4,1,4,3,3,6,1,1,0.0,24,늠내길 갯골길,5.0
남,20.0,4,2,1,3,3,5,3,6,1,1.0,6,명동거리,3.0
여,30.0,1,1,1,5,5,4,2,6,7,0.0,13,남양주시립박물관,5.0
여,30.0,4,1,4,6,2,4,3,3,1,1.0,6,센트럴공원수상택시,5.0
남,30.0,4,1,4,3,4,4,2,1,8,0.0,5,성수 완당 의정부점,4.0
여,20.0,3,2,2,2,4,4,3,4,3,2.0,2,주엽역 3호선,4.0
여,30.0,5,6,6,5,5,4,4,5,2,1.0,2,대맛초,4.0
여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,포포인츠 바이쉐라톤 서울강남,4.0
여,30.0,3,3,2,6,2,2,6,4,1,0.0,3,수원화성,4.0
여,30.0,2,6,2,2,6,3,6,3,3,1.0,3,행리단길,4.0
여,30.0,7,4,4,1,7,4,7,7,5,0.0,2,미사리경정공원,5.0
남,30.0,3,3,2,4,4,2,4,5,3,1.0,21,서울숲,4.0
여,30.0,2,4,1,6,5,6,2,6,3,1.0,26,수원탑동시민농장,3.0
남,30.0,1,2,3,4,1,4,7,5,1,0.0,3,꼬꼬오리주물럭,3.0
여,30.0,4,4,3,4,4,3,5,6,1,1.0,23,이마트 부천점,5.0
여,50.0,1,4,1,4,2,1,3,7,2,0.0,1,경복궁,5.0
여,20.0,6,1,6,5,5,6,2,2,1,0.0,3,미로미로 홍대점,3.0
여,30.0,3,1,3,3,4,4,7,6,1,0.0,3,팔달문시장,2.0
여,20.0,6,3,2,2,2,2,2,6,7,1.0,2,청년감자탕순대국 왕삽리역점,3.0
여,20.0,4,2,1,2,6,6,6,7,3,1.0,22,화춘옥 청담점,4.0
여,40.0,2,1,4,4,4,2,5,6,3,2.0,8,양평부림오토캠핑장,1.0
남,30.0,1,1,7,4,1,4,4,1,1,0.0,3,화성행궁,4.0
남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,이회영기념관,3.0
남,30.0,4,1,5,3,5,5,6,6,1,0.0,3,수원화성 서남암문,5.0
여,30.0,2,2,2,3,6,2,7,2,1,1.0,1,월미도,5.0
남,30.0,5,1,5,2,5,1,6,6,3,3.0,8,마실빌리지펜션,5.0
여,30.0,4,4,2,2,3,6,4,1,3,2.0,1,서울고속버스터미널(경부),3.0
여,30.0,2,3,1,6,5,1,7,4,2,1.0,2,카페디스튜디오S,4.0
여,20.0,3,1,1,2,1,1,2,7,2,3.0,3,BBQ 대광점,1.0
여,30.0,5,2,5,3,5,5,6,3,1,0.0,5,볼더프렌즈 클라이밍,4.0
여,20.0,5,1,3,3,3,5,6,6,4,0.0,6,남산공원,3.0
여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,세종문화회관 대극장,4.0
여,40.0,4,3,2,3,1,4,6,2,1,0.0,2,훠궈나라 대학로본점,4.0
남,50.0,1,1,6,2,2,3,6,2,1,1.0,26,서해수산,4.0
남,20.0,6,1,4,2,2,4,7,7,4,0.0,1,종로설렁탕,2.0
여,20.0,3,2,2,6,6,3,6,5,7,0.0,3,화서공원,5.0
여,20.0,4,1,2,4,5,3,5,7,1,0.0,1,카페꼼마 송도점,5.0
남,40.0,2,1,3,5,4,6,3,6,1,3.0,10,사과깡패,3.0
여,20.0,3,1,1,4,7,5,5,7,3,1.0,23,이케아 광명점,5.0
남,40.0,2,5,5,4,1,4,4,4,7,3.0,1,서울역,5.0
남,30.0,3,1,5,2,5,4,2,4,2,2.0,2,노보텔앰배서더 서울동대문호텔&레지던스,4.0
남,40.0,2,2,2,4,6,4,2,3,7,2.0,6,킨텍스 제2전시장,5.0
여,30.0,1,7,1,1,1,4,7,7,3,2.0,1,롯데프리미엄아울렛 파주점,4.0
남,20.0,4,2,1,6,1,7,2,7,3,2.0,2,올빛 게스트하우스,5.0
여,20.0,4,7,6,6,4,5,2,2,1,0.0,1,엔터식스 안양역점,5.0
여,20.0,5,5,4,5,4,4,6,6,1,1.0,2,헤르메스호텔,5.0
여,20.0,5,5,5,3,5,3,6,6,1,0.0,3,도조 AK플라자 AKTown점,5.0
남,20.0,7,1,1,1,1,7,7,7,7,1.0,3,슬로우캘리 종각역점,5.0
여,30.0,2,3,3,2,4,3,3,6,1,1.0,6,김해국제공항 국내선청사,5.0
여,40.0,7,1,7,1,1,7,7,1,2,1.0,23,인터컨티넨탈 서울코엑스,5.0
여,30.0,3,4,4,2,3,4,6,4,1,0.0,4,맥도날드 동인천점,4.0
남,60.0,3,4,3,6,3,4,4,4,1,1.0,28,원조광릉찐빵만두,3.0
여,20.0,3,2,5,2,3,2,6,3,1,1.0,6,밀란,4.0
남,20.0,2,2,3,3,3,3,2,1,1,0.0,1,구리전통시장,5.0
여,30.0,2,2,1,6,6,4,6,6,7,0.0,22,월미도,5.0
여,20.0,6,4,1,3,5,6,2,7,1,0.0,6,잠실광역환승센터,4.0
여,20.0,3,3,5,3,2,2,3,2,3,1.0,5,카츠온반,5.0
